Bol Number,Arrival Date,Company Name,Supplier Name,Product Description,Port Of Entry,Shipping Port,Supplier Country,Weight
DSVF1751100036,18.11.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,996.0
CHSLSEL2110188,16.11.21,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,1441.0
HLCUME3LJ72689AE,14.11.21,Bmw Ag,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,371.0
ASCLABSMCA211016,11.11.21,Ti Group,Ti Automotive Ltd,Tubes Pipes Hoses Plastics,"Houston, Tx",Pusan,Republic Of Korea,10594.0
SINOTH21090173,08.11.21,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose Delivery Group Automotive Systems West Ursula Avenue Plant Mcallen Usa Sarai Abasolo,"Houston, Tx",Shanghai,Thailand,2598.0
SINOTH21090479,08.11.21,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose Scode Delivery Group Automotive Systems West Ursula Avenue Plant Mcallen Usa Mssarai Abasolo,"Long Beach, Ca",Laem Chabang,Thailand,1665.0
DSVFSEL0256305,07.11.21,Ti Group,Kyoung Bo Line Co Ltd,Plastic Articles,"Long Beach, Ca",Pusan,Republic Of Korea,488.0
ASCLABSMCA211008,06.11.21,Ti Group,Ti Automotive Ltd,Tubes Pipes Hoses Plastics,"Houston, Tx",Pusan,Republic Of Korea,4434.0
HLCUME3LJ48547AG,06.11.21,Bmw Ag,Ti Group,Autoparts Withautoparts,"Houston, Tx",Tampico,Mexico,299.0
DMALBUHA03535,04.11.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Norfolk, Va",Gioia Tauro,Norway,4755.0
DMALBUHA03571,04.11.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Unitsfuel Supply Units,"Norfolk, Va",Gioia Tauro,Norway,4265.0
DMALBUHA03570,04.11.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Norfolk, Va",Gioia Tauro,Norway,5096.0
DMALBUHA03536,04.11.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Norfolk, Va",Gioia Tauro,Norway,1968.0
ORLCCHOU21090183,04.11.21,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose,"Los Angeles, Ca",Laem Chabang,Thailand,2307.0
HLCUME3210978076,02.11.21,Ford Espa A Sl,Ti Group,Autoparts Autoparts,"Houston, Tx",Tampico,Mexico,7570.0
ASCLABSMCA211002,01.11.21,Ti Group,Ti Automotive Ltd,Tubespipes Hoses Plastic,"Houston, Tx",Pusan,Republic Of Korea,6280.0
DSVFSEL0253819,30.10.21,Ti Group,Kyoung Bo Line Co Ltd,Plastic Articles,"Long Beach, Ca",Pusan,Republic Of Korea,488.0
NEDFNGOBDB59870,29.10.21,Ti Group,Nippon Stud Welding Co Ltd,Fittings Furniture Coachwork Plastic,"Tacoma, Wa",Tokyo,Japan,805.0
DFDSNGB7160491,28.10.21,Ti Group,Nanjing Ruian Electric Co Ltd,Filter,"Los Angeles, Ca",Ningpo,China,90.0
HLCUME3LJ16893AD,27.10.21,Bmw Ag,Ti Group,Level Sensor Level Sensor,"Houston, Tx",Tampico,Mexico,389.0
DSVF1751100002,26.10.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,4518.0
DSVF1751100011,26.10.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,198.0
DSVF1751100016,26.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,190.0
DSVF1751100014,26.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2154.0
DSVF1751100015,26.10.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2278.0
DSVFTY78000186,26.10.21,Ti Group,Ti Automotive Japan Limited,Auto,"Los Angeles, Ca",Tokyo,Japan,2574.0
DSVF1751100009,26.10.21,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive,"Charleston, Sc",Stadersand,Germany,743.0
DSVF1751100005,26.10.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,104.0
DSVF1751100012,26.10.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,449.0
DSVF1751100010,26.10.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,446.0
DSVF1751090046,26.10.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,889.0
DSVF1751100008,26.10.21,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,329.0
DSVF1751100013,26.10.21,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive,"Charleston, Sc",Stadersand,Germany,125.0
ASCLABSMCA210924,25.10.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,5844.0
ASCLABSMCA210914,19.10.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,5252.0
ASCLABSMCA210913,19.10.21,Ti Group,Hanil Tube Corp,Tubes,"Houston, Tx",Pusan,Republic Of Korea,11.0
HLCUME3210941151,17.10.21,Ford Espa A Sl,Ti Group,Autoparts Alcald Benito Rez Ciudad Xico Xico,"Houston, Tx",Tampico,Mexico,3593.0
DSVFSEL0249140,12.10.21,Ti Group,Daewha Fuel Pump Ind Ltd,Fuel Pump,"Los Angeles, Ca",Pusan,Republic Of Korea,456.0
ASCLABSMCA210902,09.10.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,3982.0
DSVFSEL0252364,09.10.21,Ti Group,Inzi Controls Co Ltd,Pressure Regulator,"Long Beach, Ca",Pusan,Republic Of Korea,330.0
DSVF1751090034,06.10.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,117.0
DSVF1751090035,06.10.21,Ti Group,Poppe Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,149.0
DSVF1751090021,06.10.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3014.0
DSVF1751090009,06.10.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2214.0
DSVF1751090012,06.10.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2798.0
DSVF1751090036,06.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,942.0
DSVF1751090016,06.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1749.0
DSVF1751090024,06.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,942.0
DSVF1751090027,06.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,55.0
DSVF1751090039,06.10.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,454.0
DSVF1751090031,06.10.21,Ti Group,Moulages Industriels Du Haut Bugey,Automotive,"Charleston, Sc",Stadersand,Germany,517.0
DSVF1751090014,06.10.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,278.0
DSVF1751090023,06.10.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,944.0
DSVF1751090032,06.10.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,120.0
DSVF1751090015,06.10.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,491.0
DSVF1751090019,06.10.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,239.0
DSVF1751090013,06.10.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1351.0
DSVF1751090020,06.10.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2196.0
DSVF1751090018,06.10.21,Ti Group,Muschert & Gierse,Automotive,"Charleston, Sc",Stadersand,Germany,468.0
DSVF1751090028,06.10.21,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,329.0
DSVF1751090030,06.10.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2917.0
DSVF1751090011,06.10.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,570.0
DSVF1751090033,06.10.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3927.0
DSVF1751090017,06.10.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,565.0
DSVF1751090037,06.10.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,258.0
DSVF1751090029,06.10.21,Ti Group,Ti Automotive Fuldabruck Gm,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,139.0
DSVF1751090026,06.10.21,Ti Group,Muschert & Gierse,Automotive,"Charleston, Sc",Stadersand,Germany,355.0
DSVF1751090025,06.10.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,956.0
DSVF1751090038,06.10.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,459.0
ASCLABSMCA210905,05.10.21,Ti Group,Ti Automotive Ltd,Fittings Plastics,"Houston, Tx",Pusan,Republic Of Korea,5426.0
NEDFNGOBCC02963,05.10.21,Ti Group,Nippon Stud Welding Co Ltd,Fittings Furniture Coachwork Plastic,"Tacoma, Wa",Tokyo,Japan,672.0
DMALBUHA03482,04.10.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,5378.0
DMALBUHA03483,04.10.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,1968.0
HLCUME3210953694,03.10.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3992.0
MXPD2108US01109,02.10.21,Ti Group,Hanil Tube Corp,Vacuum Tube Motor Vehicles,"Long Beach, Ca",Pusan,Republic Of Korea,557.0
DSVF1751080064,30.09.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,467.0
DSVF1751090010,30.09.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,277.0
DSVF1751090003,30.09.21,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,987.0
HLCUME3LI32454AD,30.09.21,Bmw Ag,Ti Group,Automotive Use Fuel Level Gauge Accessories,"Houston, Tx",Tampico,Mexico,539.0
DSVF1751080057,30.09.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1751090002,30.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3846.0
CHSL366417828BKK,30.09.21,Ti Group,Bridgestone Ncr Co Ltd,Palletsair Conditioning Hosenw Kgsg,"Los Angeles, Ca",Laem Chabang,Thailand,2307.0
DSVF1751090004,30.09.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,482.0
DSVF1751090006,30.09.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,728.0
DSVF1751090005,30.09.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,820.0
CHSL367737065OTP,30.09.21,Ti Group,Vitesco Technologies Romania Srl,Auto Stc Auto Stc Auto Stc,"Charleston, Sc",Stadersand,Romania,13575.0
DSVF1751090001,30.09.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,25.0
DSVF1751080060,30.09.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,964.0
DSVF1751090008,30.09.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,489.0
DSVF1751090007,30.09.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,426.0
DSVFB7E0002711,30.09.21,Ti Group,Juergen Fuhrmann Elektrotechnik Gmb,Automotive Partsautomotive,"Charleston, Sc",Stadersand,Germany,13930.0
DFDSSHA7795406,28.09.21,Ti Group,Shanghai Songjiang Xinqiao Metal St,Bracket,"Long Beach, Ca",Shanghai,China,200.0
ASCLABSMCA210828,26.09.21,Ti Group,Ti Automotive Ltd,Tubes Pipes Hoses Plastic,"Houston, Tx",Pusan,Republic Of Korea,5452.0
HLCUME3210910394,24.09.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3991.0
HLCUME3210923461,24.09.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,4049.0
DSVF1751080042,22.09.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,382.0
DSVF1751080043,22.09.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3712.0
DSVF1751080050,22.09.21,Ti Group,Tdk Sensors Ag & Co,Automotive,"Charleston, Sc",Stadersand,Germany,103.0
DSVF1751080047,22.09.21,Ti Group,Vallotech Sa,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,818.0
DSVF1751080059,22.09.21,Ti Group,Vallotech Sa,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1140.0
DSVF1751080022,22.09.21,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive,"Charleston, Sc",Stadersand,Germany,128.0
DSVF1751080053,22.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,732.0
DSVF1751080051,22.09.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1391.0
DSVF1751080058,22.09.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,488.0
DSVF1751080062,22.09.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,237.0
DSVF1751080063,22.09.21,Ti Group,Tdk Sensors Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,166.0
DSVF1751080056,22.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2589.0
DSVF1751080045,22.09.21,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,624.0
DSVF1751080049,22.09.21,Ti Group,Sauter Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,455.0
DSVF1751080055,22.09.21,Ti Group,Ti Automotive Heidelberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,523.0
DSVF1751080048,22.09.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,459.0
DSVF1751080061,22.09.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,55.0
DSVF1751080052,22.09.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,84.0
DSVF1751080054,22.09.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,50.0
DSVF1751080038,22.09.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
NAQAZVER1159282V,18.09.21,Ti Group,Ti Brasil Industria E Comercio Ltda,Aaf Fuel Pump Gas Alcohol Abf Abf,"New Orleans, La",Sao Paulo,Brazil,943.0
DSVF1751090041,17.09.21,Ti Group,Cohline Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1039.0
DSVF1751090044,17.09.21,Ti Group,Ti Automotive Heidelberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,1534.0
DSVF1751090042,17.09.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3353.0
DSVF1751090022,17.09.21,Ti Group,Bantboru Sanayi Ve Ticaret A S,Automotive,"Charleston, Sc",Stadersand,Germany,60.0
DSVF1751090051,17.09.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,565.0
DSVF1751090045,17.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2699.0
DSVF1751090048,17.09.21,Ti Group,Lisi Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,658.0
DSVF1751090050,17.09.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,1024.0
DSVF1751100004,17.09.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,661.0
DSVF1751090052,17.09.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,997.0
DSVF1751090049,17.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2102.0
DSVF1751100001,17.09.21,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,743.0
DSVF1751100006,17.09.21,Ti Group,Schuerholz Stanztechnik Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,355.0
DSVF1751100003,17.09.21,Ti Group,Eska Automotive Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,426.0
DSVF1751090047,17.09.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,809.0
DSVF1751100007,17.09.21,Ti Group,Ti Automotive Fuldabrueck Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,129.0
DSVF1751090043,17.09.21,Ti Group,Paul Bippus Gmbh & Co,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,466.0
ASCLABSMCA210811,16.09.21,Ti Group,Ti Automotive Ltd,Cold Drawn Cold Rolled Cold Reduced,"Houston, Tx",Pusan,Republic Of Korea,9090.0
DSVFTY78000173,12.09.21,Ti Group,Ti Automotive Japan Limited,Auto,"Los Angeles, Ca",Tokyo,Japan,5340.0
HLCUME3LH72240AC,12.09.21,Bmw Ag,Ti Group,Level Sensor Assembly Level Sensor Assembly,"Houston, Tx",Tampico,Mexico,210.0
NAQAZVER1159284V,11.09.21,Ti Group,Ti Brasil Industria E Comercio Ltda,Aaf Fuel Pump Gas Alcohol Abf Abf,"New Orleans, La",Sao Paulo,Brazil,943.0
DMALBUHA03414,10.09.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,5259.0
DMALBUHA03439,10.09.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,1968.0
DMALBUHA03440,10.09.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,3931.0
HLCUME3210846442,10.09.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,4018.0
DMALBUHA03413,10.09.21,Ti Group,Vitesco Technologies Romania Srl,Fuel Supply Units,"Miami, Fl",Gioia Tauro,Norway,1968.0
CHSL364076566BKK,09.09.21,Ti Group,Bridgestone Ncr Co Ltd,Air Conditioning Hose,"Los Angeles, Ca",Laem Chabang,Thailand,706.0
ASCLABSMCA210731,08.09.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,2093.0
ASCLABSMCA210729,08.09.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,7026.0
ASCLABSMCA210730,08.09.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,2510.0
CHSL364910369OTP,08.09.21,Ti Group,Vitesco Technologies Romania Srl,Auto Stc,"New York/Newark Area, Newark, Nj",Stadersand,Romania,1880.0
DSVF1751080020,07.09.21,Ti Group,Ti Automotive Heidelberg Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,441.0
DSVF1751080025,07.09.21,Ti Group,Willi Hahn Gmbh Sasbachwaldener,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,772.0
DSVF1751080019,07.09.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,90.0
DSVF1751080017,07.09.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,87.0
CHSL363378674OTP,07.09.21,Ti Group,Vitesco Technologies Romania Srl,Auto Stc,"Charleston, Sc",Stadersand,Romania,5720.0
CHSL365026542OTP,07.09.21,Ti Group,Vitesco Technologies Romania Srl,Auto Stc,"Charleston, Sc",Stadersand,Romania,5148.0
DSVF1751080026,07.09.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,489.0
DSVF1751080021,07.09.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,486.0
DSVF1751080007,07.09.21,Ti Group,Ti Group,Automotive,"Charleston, Sc",Stadersand,Germany,934.0
DSVF1751080028,07.09.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,185.0
DSVF1751080018,07.09.21,Ti Group,Paul Bippus Gmbh & Co,Automotive,"Charleston, Sc",Stadersand,Germany,137.0
DSVF1751080024,07.09.21,Ti Group,Vallotech Sa,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1232.0
DSVF1751080012,07.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,2357.0
DSVF1751080010,07.09.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1751080046,05.09.21,Ti Group,Ti Automotive Systems Germany Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,110.0
DSVF1751080027,05.09.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,144.0
DSVF1751080039,05.09.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,333.0
DSVF1751080044,05.09.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1401.0
DSVF1751080023,05.09.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1005.0
DSVF1751080006,05.09.21,Ti Group,Tr Holland Bv,Automotive,"Charleston, Sc",Stadersand,Germany,305.0
DSVF1751080035,05.09.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,190.0
DSVF1751080014,05.09.21,Ti Group,Ti Automotive,Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3429.0
DSVF1751080041,05.09.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,164.0
DSVF1751080031,05.09.21,Ti Group,Ti Poland Sp Z O O,Automotive,"Charleston, Sc",Stadersand,Germany,24.0
DSVF1751080016,05.09.21,Ti Group,Tr Holland Bv,Automotive,"Charleston, Sc",Stadersand,Germany,305.0
DSVF1751080029,05.09.21,Ti Group,Tdk Epc Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,198.0
DSVF1751080034,05.09.21,Ti Group,Hidro Rubber Iberica S A,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,385.0
DSVF1751080036,05.09.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,380.0
DSVF1751080015,05.09.21,Ti Group,Ti Automotive Ab,Automotive,"Charleston, Sc",Stadersand,Germany,482.0
DSVF1751080037,05.09.21,Ti Group,Muschert & Gierse,Automotive,"Charleston, Sc",Stadersand,Germany,355.0
DSVF1751080030,05.09.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1266.0
DSVF1751080032,05.09.21,Ti Group,Ti Poland Sp Z O O,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,3743.0
DSVF1751080040,05.09.21,Ti Group,Sauter Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,565.0
ASCLABSMCA210804,04.09.21,Ti Group,Ti Automotive Ltd,Plastic Tube,"Houston, Tx",Pusan,Republic Of Korea,7898.0
CHSLSEL2108120,04.09.21,Ti Group,Dong Il Technology Ltd,Noise Rfi Filter,"Long Beach, Ca",Pusan,Republic Of Korea,576.0
MXPD2108US00306,04.09.21,Ti Group,Hanil Tube Corp,Vacuum Tube Motor Vehicles,"Long Beach, Ca",Pusan,Republic Of Korea,283.0
HLCUME3210828288,03.09.21,Ford Espa A Sl,Ti Group,Autoparts,"Houston, Tx",Tampico,Mexico,3946.0
DSVF1751070050,29.08.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,748.0
DSVF1751080005,29.08.21,Ti Group,Tdk Epc Ag & Co,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,183.0
DSVF1751100023,29.08.21,Ti Group,Cohline Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,483.0
DSVF1751100025,29.08.21,Ti Group,Ti Automotive Fuldabrueck Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,237.0
DSVF1751100028,29.08.21,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,4444.0
DSVF1751100017,29.08.21,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,2225.0
DSVF1751070053,29.08.21,Ti Group,Ti Automotive,Automotive,"Charleston, Sc",Stadersand,Germany,200.0
DSVF1751070051,29.08.21,Ti Group,Hidro Rubber Iberica S A,Automotive,"Charleston, Sc",Stadersand,Germany,380.0
DSVF1751070046,29.08.21,Ti Group,Vallotech Sa,Automotive Automtoive,"Charleston, Sc",Stadersand,Germany,541.0
DSVF1751100026,29.08.21,Ti Group,Vallotech Sa,Automotive,"Charleston, Sc",Stadersand,Germany,877.0
DSVF1751080009,29.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1131.0
DSVF1751070052,29.08.21,Ti Group,Variance Technologies Wedo,Automotive,"Charleston, Sc",Stadersand,Germany,340.0
DSVF1751070045,29.08.21,Ti Group,Lisi Automotive,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,1351.0
DSVF1751080013,29.08.21,Ti Group,Sauter Gmbh,Automotive Automotive,"Charleston, Sc",Stadersand,Germany,488.0
DSVF1751100022,29.08.21,Ti Group,Vitesco Technologies Gmbh,Automotive,"Charleston, Sc",Stadersand,Germany,55.0
