Region,Maker,Brand,Model,Model year,Supplier,Products,Component category,Category
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Door trim bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Door window glass bolt and washer,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,NIFCO America Corporation,Drain tube harness stud mount clip for panorama roof,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Exterior mirror bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Exterior trim fitting screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front air spring bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front airbag screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front body inner panel bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front brake rotor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front bumper bolt and washer,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front bumper fascia bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,MTA USA Corp.,Front bumper nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front door hinge bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front door striker bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front door trim bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,EFC International,Front door trim pad clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front door window glass bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Nishikawa Rubber Co., Ltd.",Front door window glass seal,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front fender bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front half shaft washer,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Front inner panel bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front inner panel bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front lamp screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front luggage storage bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,East Side Plating Inc.,Front outside door handle screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front seat belt bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Front seat belt box clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front seat bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Front seat clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,EFC International,Front seat cover clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,EFC International,Front seat pad clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front seat slider bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front subframe rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front suspension arm bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Front suspension arm bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front traction motor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front traction motor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,QST International Corp.,Front traction motor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front trunk trim clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front undertray rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front view camera screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front window regulator nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Front wiper bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Head lamp bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Headliner clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,QST International Corp.,Heater bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Heater bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,High-voltage battery bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",High-voltage battery nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),High-voltage battery rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Bollhoff Inc.,High-voltage battery rivet nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,QST International Corp.,High-voltage battery screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,High-voltage cable bolt and washer,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",High-voltage rapid splitter screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,NIFCO America Corporation,High-voltage wiring harness clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",High-voltage wiring harness screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"ND Industries, Inc.",Horn bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Horn nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Impact sensor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Inside door handle bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Interior mirror clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",License plate mount bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",License plate mount screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Bollhoff Inc.,Liftgate hinge rivet nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,EFC International,Liftgate trim clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Main wiring harness plastic nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Motor bay absorber plastic nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Motor bay wiring harness plastic nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Onboard charger screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Onboard charger stud,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Outside door handle bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Panorama roof bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Panorama roof glass bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Panorama roof motor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Bollhoff Inc.,Panorama roof rivet nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Parking assist module rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Parking brake caliper bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Parking brake pad bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Parking sensor module plastic nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Passive entry screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,NIFCO America Corporation,Push-pull clip for high-voltage battery,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Radar sensor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Radio screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear air spring bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear disc brake bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear door latch bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear door latch bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear door striker bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,EFC International,Rear door trim pad clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear door window glass bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear half shaft washer,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear interior door latch bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Bollhoff Inc.,Rear outside door handle rivet nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear seat frame bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear stabilizer bar bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear subframe bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear suspension arm bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Rear suspension arm bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Rear traction motor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear traction motor screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,QST International Corp.,Rear traction motor screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear view camera bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Rear window regulator nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Remote keyless entry screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,NIFCO America Corporation,Screw grommet for air suspension compressor,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,EJOT Fastening Systems L.P.,Seat track position sensor screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Bollhoff Inc.,Side sill component rivet nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Norm Civata San. Ve Tic. A.S.,Speaker bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Speaker screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Steering column bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Faurecia Interior Systems, Inc.",Steering column clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Steering wheel bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Sun visor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Sun visor bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Touchscreen bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",TPMS screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Pingood Enterprise Co., Ltd.",Traction motor brush clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Trunk carpet clip,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Underhood shock tower cover rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Vacuum pump bolt,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Wall connector screw,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,STANLEY Engineered Fastening (Formerly Emhart Teknologies LLC),Wheel arch liner plastic nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Wheel nut,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Windshield washer bottle rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Windshield washer pump rivet,Fastener,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Front door latch grommet,Grommet,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Front door latch grommet,Grommet,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Front door striker grommet,Grommet,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,"Bossard, Inc",Liftgate trim grommet,Grommet,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,Minnesota Rubber and Plastics,Wall connector grommet,Grommet,General/Smallparts
Americas,Tesla,Tesla,Model S (USA),2021,MANN+HUMMEL Purolator Filters LLC,Air filter,Air Cleaner / Air Filter,ICEpowertrain
Americas,Tesla,Tesla,Model S (USA),2021,Freudenberg Filtration Technologies Inc.,Air filter,Air Cleaner / Air Filter,ICEpowertrain
Americas,Tesla,Tesla,Model S (USA),2021,NTN Bearing Corp. of America,Front half shaft,Drive Shaft,ICEpowertrain
Americas,Tesla,Tesla,Model S (USA),2021,NTN Bearing Corp. of America,Rear half shaft,Drive Shaft,ICEpowertrain
Americas,Tesla,Tesla,Model S (USA),2021,"ElringKlinger, S.A.U.",Gearbox seal,Transmission Seal,ICEpowertrain
Americas,Tesla,Tesla,Model S (USA),2020,Hella GmbH & Co. KGaA (FORVIA HELLA),12V battery sensor,Battery,ICEpowertrain
Americas,Tesla,Tesla,Model S (USA),2023,Marelli Automotive Lighting USA LLC (Formerly Automotive Lighting LLC),Fog lamp,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2022,fischer America Inc.,Storage compartment center console,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2022,"Joyson Safety Systems (Formerly Key Safety Systems, Inc.)",Curtain airbag,Curtain Airbag,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2022,Marelli Automotive Lighting USA LLC (Formerly Automotive Lighting LLC),Fog lamp,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Novares Mexico North, S. de R.L. de C.V.",A/C ventilator,A/C Ventilator,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Magnesium Products of America (MPA),Front bumper carrier,Bumper,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Multimatic Indiana Inc.,Front bumper system,Bumper,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Parking assist retainer,Bumper,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Parking assist retainer,Bumper,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Rear parking assist retainer,Bumper,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,fischer automotive systems GmbH & Co. KG,Center console armrest,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Mission Plastics, Inc.",Center console cubby holder,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Eissmann Automotive North America, Inc.",Center console panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Novares Mexico North, S. de R.L. de C.V.",Center tunnel trim,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Mata Ahsap ve Otomotiv San.Tic. A.S.,Center tunnel trim decoration,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Mission Plastics, Inc.",Console front panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Rear center console panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",Rear console cushion close panel,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,BOS Automotive Products Irapuato S.A. DE C.V.,Rear console trim,Console,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Joyson Safety Systems (Formerly Key Safety Systems, Inc.)",Curtain airbag,Curtain Airbag,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Front door lower plate,Door Panel,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",B pillar lower trim,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Lens International (HK) Ltd.,B pillar trim,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Poliuretanos SW S.A. de C.V.,B pillar upper foam,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",C pillar accent trim,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",C pillar bracket,Door Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,TRW Steering Wheels Systems de Chihuahua SA de CV,Driver airbag,Driver Airbag,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,McKechnie Vehicle Components (MVC),Front T-badge,Emblem,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",T badge support,Emblem,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"LG Innotek Co., Ltd.",Left front repeater camera lamp assembly,Exterior Lighting,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Foam Fabricators Inc.,Footrest,Floor Carpet,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Racemark International, LLC",Rear carpet replacement,Floor Carpet,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Trunk carpet bracket,Floor Carpet,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Marelli Automotive Lighting USA LLC (Formerly Automotive Lighting LLC),Fog lamp,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Front fog lamp bracket,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Polybrite, a division of Magna Exteriors and Interiors Corp.",Front fog lamp trim,Fog Lamp,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Headliner,Headliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Front headrest post guide assembly,Headrest,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Instrument panel cubby,Instrument Panel,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Eissmann Automotive North America, Inc.",Lower instrument panel,Instrument Panel,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Pacific Insight Electronics Corp. (PI),Front door pullcup accent lamp,Interior Lighting,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Under seat lamp bracket,Interior Lighting,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Magna Mirrors of America, Inc.",Interior mirror (with monocular camera),Interior Mirror,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Autoliv ASP, Inc. - Auburn Hills Technical Center",Interior mirror triple camera assembly,Interior Mirror,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,McKechnie Vehicle Components (MVC),Left exterior plastic molding,Molding (Body Side),Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,McKechnie Vehicle Components (MVC),Side body rocker sill,Molding (Body Side),Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"FPT Precision Technology (Guangzhou) Co., Ltd. (Formerly Guangzhou Lite-On Mobile Electronic Components Co. Ltd.)",Front outside door handle grip,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,PSM Industries Inc. - Pacific Sintered Metals,Front outside door handle shaft lever,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Techniplas US, LLC (Formery Nyloncraft, Inc.)",Liftgate handle surround,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Techniplas US, LLC (Formery Nyloncraft, Inc.)",Outside door handle backplate,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Metro Plastics Technologies, Inc.",Outside door handle plug,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"FPT Precision Technology (Guangzhou) Co., Ltd. (Formerly Guangzhou Lite-On Mobile Electronic Components Co. Ltd.)",Rear outside door handle grip,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,PSM Industries Inc. - Pacific Sintered Metals,Rear outside door handle shaft lever,Outside Door Handle,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Axiom Plastics Inc.,Front grille cover,Radiator Grille,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",2nd row bolster seat,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",2nd row seat cushion,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Mid West Fabricating Company,2nd row seat striker,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,B&H Engineering,2nd row seat upper bezel,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Blove Light Precision HK Co.,Ltd.",Front seat suspension plastic insulator,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Seat cushion,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Seat hip hook,Seat,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Quicksilver Mfg, Inc.",Front seat track cover,Seat Adjuster / Recliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Axiom Plastics Inc.,Seat rail cover,Seat Adjuster / Recliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Faurecia Duroplast, S.A. de C.V.",Seat recliner motor,Seat Adjuster / Recliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Faurecia (Wuxi) Seating Components Co., Ltd.",Seat recliner tube,Seat Adjuster / Recliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Ramko Injection Inc.,Seat slide round spacer,Seat Adjuster / Recliner,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Mid West Fabricating Company,Front seat belt webbing guide,Seat Belt,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Pacific Die Cut Industries, Inc.",Rear seat frame NVH foam,Seat Frame,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",2nd row seat cover,Seat Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",2nd row seat trim,Seat Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Driver seat jumper fabric,Seat Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Front seat inner side cover,Seat Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Front seat jumper trim,Seat Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Futuris Automotive Components (Wuxi) Co., Ltd.",Front seat trim,Seat Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Polybrite, a division of Magna Exteriors and Interiors Corp.",Double sided tape for rear spoiler,Spoiler,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,Nagase America LLC - New York Headquarters,Trunk floor,Trunk / Tailgate Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,PDCI Automotive LLC,Trunk side thinsulate pad,Trunk / Tailgate Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Plastikon Industries, Inc.",Trunk sill,Trunk / Tailgate Trim,Interior_Exterior
Americas,Tesla,Tesla,Model S (USA),2021,"Nishikawa Rubber Co., Ltd.",Front Luggage Storage seal,Weatherstrip,Interior_Exterior
